artist,song,song_name_len,duration_ms,explicit,year,popularity,hot,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,pop,rock,hiphop,dance,folk,rnb,latin
Usher,Yeah! (feat. Lil Jon & Ludacris),32,250373,FALSE,2004,81,1,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,"hip hop, pop, R&B",1,0,1,0,0,1,0
Maroon 5,This Love,9,206200,FALSE,2002,77,1,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,pop,1,0,0,0,0,0,0
Britney Spears,Toxic,5,198800,FALSE,2003,81,1,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,pop,1,0,0,0,0,0,0
Outkast,Hey Ya!,7,235213,FALSE,2003,80,1,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,"hip hop, pop",1,0,1,0,0,0,0
Hoobastank,The Reason,10,232800,FALSE,2003,79,1,0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,"pop, rock, metal",1,1,0,0,0,0,0
Anastacia,Left Outside Alone,18,257426,FALSE,2004,65,0,0.663,0.746,2,-3.567,0,0.0321,0.0697,0,0.0929,0.325,102.847,pop,1,0,0,0,0,0,0
Daddy Yankee,Gasolina,8,192600,FALSE,2004,11,0,0.857,0.801,0,-6.499,1,0.0618,0.332,1.20E-06,0.0789,0.753,96.009,latin,0,0,0,0,0,0,1
Black Eyed Peas,Let's Get It Started - Spike Mix,32,217733,FALSE,2004,53,0,0.785,0.799,11,-2.208,0,0.126,0.117,0,0.292,0.797,104.923,"hip hop, pop",1,0,1,0,0,0,0
O-Zone,Dragostea Din Tei,17,215431,FALSE,2004,56,0,0.809,0.965,0,-3.947,1,0.0427,0.177,0,0.0577,0.672,130.103,pop,1,0,0,0,0,0,0
Terror Squad,Lean Back,9,247426,TRUE,2004,67,0,0.783,0.916,1,-3.344,1,0.415,0.11,0,0.0746,0.695,95.321,hip hop,0,0,1,0,0,0,0
Anastacia,Sick and Tired,14,212266,FALSE,1999,56,0,0.598,0.868,0,-4.552,1,0.0373,0.00908,0,0.279,0.47,99.848,pop,1,0,0,0,0,0,0
Gwen Stefani,What You Waiting For?,21,221226,FALSE,2004,60,0,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19E-06,0.384,0.731,136.027,"pop, R&B",1,0,0,0,0,1,0
Ashanti,Only U - No Intro,17,186306,FALSE,2004,56,0,0.601,0.621,6,-5.576,0,0.0434,0.0374,1.75E-06,0.188,0.278,94.547,"hip hop, pop, R&B",1,0,1,0,0,1,0
The Rasmus,In the Shadows,14,257920,FALSE,2003,68,0,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.20E-05,0.484,0.75,105.991,metal,0,0,0,0,0,0,0
Houston,I Like That,11,236520,FALSE,2004,59,0,0.797,0.502,10,-3.925,0,0.0968,0.0154,0,0.1,0.385,106.997,"hip hop, pop",1,0,1,0,0,0,0
Beyonc??,Naughty Girl,12,208600,FALSE,2003,63,0,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24E-06,0.102,0.643,99.973,"pop, R&B",1,0,0,0,0,1,0
Linkin Park,Numb,4,185586,FALSE,2003,81,1,0.496,0.863,9,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,"rock, metal",0,1,0,0,0,0,0
Lloyd Banks,On Fire,7,187280,TRUE,2004,61,0,0.759,0.825,8,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,94.857,"hip hop, pop",1,0,1,0,0,0,0
Akon,Locked Up,9,235066,TRUE,2004,16,0,0.818,0.579,7,-4.475,1,0.101,0.023,0,0.107,0.354,89.987,pop,1,0,0,0,0,0,0
D12,My Band,7,298773,TRUE,2004,73,0,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05E-06,0.116,0.844,120.014,"hip hop, pop, rock",1,1,1,0,0,0,0
Jay Sean,Eyes On You - Radio Mix,23,190493,FALSE,2004,42,0,0.802,0.672,7,-4.971,1,0.0847,0.0775,0,0.136,0.619,96.525,"hip hop, pop, R&B",1,0,1,0,0,1,0
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,58,257333,FALSE,2016,66,0,0.833,0.515,11,-5,0,0.0462,0.347,0.00156,0.116,0.4,97.007,pop,1,0,0,0,0,0,0
Destiny's Child,Lose My Breath,14,242013,FALSE,2004,61,0,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,"pop, R&B",1,0,0,0,0,1,0
Eric Prydz,Call on Me - Radio Mix,22,171360,FALSE,2004,72,0,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,"pop, Dance/Electronic",1,0,0,1,0,0,0
Ciara,Goodies (feat. Petey Pablo),27,223000,FALSE,2004,67,0,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52E-06,0.298,0.872,102.017,"pop, R&B",1,0,0,0,0,1,0
Kelis,Trick Me,8,206106,TRUE,2003,63,0,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,"pop, R&B, Dance/Electronic",1,0,0,1,0,1,0
LL Cool J,Headsprung,10,267320,FALSE,2004,56,0,0.718,0.786,0,-5.76,1,0.0284,0.0114,2.50E-05,0.0745,0.465,99.916,"hip hop, pop, R&B",1,0,1,0,0,1,0
Spiderbait,Black Betty - Edit,18,205973,FALSE,2004,63,0,0.562,0.865,7,-6.476,0,0.0922,2.06E-05,0.591,0.219,0.35,124.047,rock,0,1,0,0,0,0,0
George Michael,Amazing,7,265826,FALSE,2004,57,0,0.805,0.754,10,-6.825,0,0.0394,0.0884,1.77E-06,0.117,0.88,128.429,set(),0,0,0,0,0,0,0
Britney Spears,My Prerogative,14,213893,FALSE,2004,53,0,0.749,0.938,10,-4.423,0,0.118,0.0127,1.96E-06,0.103,0.619,111.014,pop,1,0,0,0,0,0,0
Nina Sky,Move Ya Body,12,232000,FALSE,2004,67,0,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,"pop, R&B",1,0,0,0,0,1,0
Baby Bash,Suga Suga,9,239026,FALSE,2003,73,0,0.662,0.748,5,-3.041,0,0.268,0.688,8.43E-06,0.0841,0.535,82.331,"hip hop, pop, R&B, latin",1,0,1,0,0,1,1
Petey Pablo,Freek-A-Leek,12,235186,TRUE,2003,56,0,0.737,0.697,2,-3.716,1,0.254,0.0756,0,0.359,0.662,104.917,"hip hop, pop",1,0,1,0,0,0,0
JAY-Z,Dirt Off Your Shoulder,22,245173,TRUE,2003,53,0,0.779,0.655,1,-7.147,1,0.318,0.0319,2.63E-06,0.339,0.645,163.971,hip hop,0,0,1,0,0,0,0
Juanes,La Camisa Negra,15,216706,FALSE,2004,70,0,0.751,0.731,6,-4.419,0,0.0308,0.0838,0,0.0556,0.973,97.007,"pop, latin",1,0,0,0,0,0,1
Avril Lavigne,Nobody's Home,13,212413,FALSE,2004,61,0,0.348,0.907,5,-3.66,0,0.0497,0.000516,0,0.161,0.177,185.406,pop,1,0,0,0,0,0,0
Robbie Williams,Radio,5,233600,FALSE,2004,33,0,0.607,0.874,5,-5.409,0,0.0349,0.00331,0.0494,0.26,0.846,130.015,"pop, rock",1,1,0,0,0,0,0
Black Eyed Peas,Hey Mama,8,214893,TRUE,2003,49,0,0.86,0.866,4,-6.345,0,0.232,0.104,1.42E-06,0.584,0.933,100.15,"hip hop, pop",1,0,1,0,0,0,0
Ying Yang Twins,Salt Shaker,11,252440,TRUE,2003,61,0,0.884,0.697,11,-6.022,1,0.128,0.0509,0,0.094,0.322,101.965,"hip hop, pop",1,0,1,0,0,0,0
Enrique Iglesias,Not In Love - Radio Mix,23,223133,FALSE,2003,37,0,0.762,0.885,0,-5.096,0,0.0395,0.0371,0,0.0519,0.886,117.021,"pop, latin",1,0,0,0,0,0,1
Kelis,Milkshake,9,182626,FALSE,2003,68,0,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,"pop, R&B, Dance/Electronic",1,0,0,1,0,1,0
Linkin Park,Breaking the Habit,18,196906,FALSE,2003,68,0,0.579,0.849,4,-5.218,0,0.0303,0.108,0,0.0909,0.581,100.021,"rock, metal",0,1,0,0,0,0,0
JoJo,Leave (Get Out) - Radio Edit,28,242746,FALSE,2005,49,0,0.656,0.513,5,-8.691,1,0.253,0.156,6.45E-05,0.0763,0.464,86.891,"hip hop, pop, R&B",1,0,1,0,0,1,0
Christina Milian,Dip It Low,10,197186,FALSE,2004,45,0,0.752,0.722,11,-4.207,0,0.104,0.0108,0.000536,0.0753,0.612,169.131,"hip hop, pop, R&B",1,0,1,0,0,1,0
Avant,Read Your Mind,14,263506,FALSE,2003,56,0,0.755,0.381,8,-6.696,0,0.0711,0.291,5.13E-06,0.0974,0.695,73.108,"pop, R&B",1,0,0,0,0,1,0
Eminem,Just Lose It,12,248680,TRUE,2004,67,0,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04E-05,0.281,0.962,121.003,hip hop,0,0,1,0,0,0,0
Sugababes,Too Lost In You,15,237693,FALSE,2003,58,0,0.586,0.705,1,-4.904,0,0.0287,0.0485,0,0.15,0.459,98.014,"pop, R&B",1,0,0,0,0,1,0
Snoop Dogg,Drop It Like It's Hot,21,266066,TRUE,2004,39,0,0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,92.063,"hip hop, pop",1,0,1,0,0,0,0
Sean Paul,I'm Still in Love with You (feat. Sasha),40,273360,FALSE,2002,68,0,0.765,0.666,7,-5.384,1,0.172,0.102,0,0.116,0.756,87.002,"hip hop, pop",1,0,1,0,0,0,0
The Shapeshifters,Lola's Theme - Radio Edit,25,207066,FALSE,2004,65,0,0.748,0.845,5,-4.612,0,0.0536,0.00083,0.000225,0.068,0.659,123.925,Dance/Electronic,0,0,0,1,0,0,0
D12,How Come,8,249533,TRUE,2004,57,0,0.745,0.858,9,-2.221,1,0.237,0.28,0,0.188,0.547,89.983,"hip hop, pop, rock",1,1,1,0,0,0,0
Basement Jaxx,Good Luck,9,282306,FALSE,2003,0,0,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07E-06,0.592,0.313,154.07,"pop, Dance/Electronic",1,0,0,1,0,0,0
Kevin Lyttle,Turn Me On,10,192106,FALSE,2004,67,0,0.677,0.682,9,-6.879,1,0.0361,0.0405,0,0.0351,0.875,106.279,hip hop,0,0,1,0,0,0,0
Chingy,One Call Away,13,276800,FALSE,2003,61,0,0.765,0.821,4,-5.926,0,0.183,0.0918,0,0.217,0.962,162.519,"hip hop, pop, R&B",1,0,1,0,0,1,0
T.I.,Bring Em Out,12,216706,TRUE,2004,63,0,0.759,0.891,11,-2.983,1,0.257,0.0298,0,0.141,0.587,98.579,"hip hop, pop",1,0,1,0,0,0,0
DJ Casper,Cha Cha Slide - Hardino Mix,27,222146,FALSE,2004,51,0,0.853,0.911,11,-6.722,0,0.125,0.0436,0.00571,0.287,0.802,131.012,set(),0,0,0,0,0,0,0
Kylie Minogue,I Believe in You,16,200973,FALSE,2004,47,0,0.548,0.785,7,-5.087,1,0.0704,0.00277,0.048,0.329,0.418,120.939,"pop, Dance/Electronic",1,0,0,1,0,0,0
Twista,Overnight Celebrity,19,233360,TRUE,2004,66,0,0.828,0.792,10,-5.435,0,0.179,0.182,0,0.281,0.777,134.199,"hip hop, pop, R&B",1,0,1,0,0,1,0
N.E.R.D,She Wants To Move,17,213786,FALSE,2004,57,0,0.766,0.851,5,-4.831,1,0.0786,0.00402,0.000744,0.256,0.8,115.012,hip hop,0,0,1,0,0,0,0
Britney Spears,Everytime,9,230306,FALSE,2003,63,0,0.398,0.284,3,-12.852,1,0.0337,0.966,8.57E-05,0.116,0.114,109.599,pop,1,0,0,0,0,0,0
U2,Vertigo,7,193520,FALSE,2004,64,0,0.416,0.819,9,-3.974,1,0.0613,0.000138,0.00108,0.147,0.632,140.083,"World/Traditional, rock",0,1,0,0,0,0,0
Franz Ferdinand,Take Me Out,11,237026,FALSE,2004,77,1,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,rock,0,1,0,0,0,0,0
J-Kwon,Tipsy - Club Mix,16,247106,TRUE,2001,59,0,0.925,0.741,9,-5.827,0,0.315,0.0653,0,0.044,0.654,93.04,"hip hop, pop",1,0,1,0,0,0,0
G-Unit,Wanna Get To Know You,21,265026,TRUE,2003,61,0,0.513,0.826,10,-3.651,0,0.132,0.106,0,0.0675,0.889,76.91,"hip hop, pop",1,0,1,0,0,0,0
Lil' Flip,Sunshine (feat. Lea),20,225173,TRUE,2004,42,0,0.814,0.387,0,-9.867,1,0.0946,0.0248,0,0.131,0.792,93.961,"hip hop, pop",1,0,1,0,0,0,0
Kanye West,Jesus Walks,11,193733,TRUE,2004,73,0,0.637,0.834,3,-4.686,0,0.323,0.614,0,0.317,0.715,87.312,hip hop,0,0,1,0,0,0,0
Evanescence,My Immortal,11,262533,FALSE,2003,72,0,0.19,0.265,9,-9.206,1,0.0356,0.863,0,0.134,0.101,79.012,metal,0,0,0,0,0,0,0
Nelly,My Place,8,336506,TRUE,2004,57,0,0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49E-06,0.0982,0.642,163.153,"hip hop, pop, R&B",1,0,1,0,0,1,0
Lemar,If There's Any Justice,22,229080,FALSE,2004,46,0,0.706,0.665,6,-5.348,0,0.0453,0.0128,0,0.338,0.639,89.993,R&B,0,0,0,0,0,1,0
No Doubt,It's My Life,12,226053,FALSE,2003,60,0,0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,"rock, pop",1,1,0,0,0,0,0
Avril Lavigne,Don't Tell Me,13,202013,FALSE,2004,58,0,0.523,0.795,4,-2.92,1,0.0386,0.00462,0,0.358,0.484,144.106,pop,1,0,0,0,0,0,0
Twista,Slow Jamz,9,316053,TRUE,2004,72,0,0.559,0.733,2,-5.659,0,0.171,0.314,0,0.284,0.611,145.115,"hip hop, pop, R&B",1,0,1,0,0,1,0
Green Day,American Idiot,14,176346,TRUE,2004,77,1,0.38,0.988,1,-2.042,1,0.0639,2.64E-05,7.86E-05,0.368,0.769,186.113,rock,0,1,0,0,0,0,0
Kelis,Millionaire,11,224933,FALSE,2003,57,0,0.68,0.847,11,-6.636,1,0.108,0.0217,0,0.0374,0.75,176.051,"pop, R&B, Dance/Electronic",1,0,0,1,0,1,0
Scissor Sisters,Comfortably Numb,16,266040,FALSE,2004,43,0,0.803,0.924,7,-6.466,1,0.0391,0.237,0.0167,0.104,0.788,116.972,"pop, rock, Dance/Electronic",1,1,0,1,0,0,0
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),47,284160,FALSE,2003,55,0,0.663,0.465,8,-9.711,0,0.0317,0.555,0.00183,0.125,0.279,127.932,"pop, R&B",1,0,0,0,0,1,0
Kanye West,Through The Wire,16,221226,TRUE,2004,76,1,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21E-06,0.158,0.66,83.089,hip hop,0,0,1,0,0,0,0
Special D.,Come With Me - Radio Edit,25,185133,FALSE,2004,61,0,0.739,0.999,7,-5.077,1,0.0803,0.13,0.00224,0.28,0.501,139.982,pop,1,0,0,0,0,0,0
Ludacris,Splash Waterfalls,17,290760,TRUE,2003,48,0,0.734,0.846,11,-6.102,1,0.409,0.101,0,0.233,0.702,145.894,"hip hop, pop",1,0,1,0,0,0,0
Avril Lavigne,My Happy Ending,15,242413,TRUE,2004,68,0,0.414,0.936,2,-2.407,1,0.0758,0.00136,0,0.369,0.74,170.229,pop,1,0,0,0,0,0,0
Dido,White Flag,10,240040,FALSE,2003,44,0,0.512,0.525,5,-6.823,1,0.0401,0.327,3.30E-06,0.081,0.294,169.951,pop,1,0,0,0,0,0,0
Eamon,Fuck It (I Don't Want You Back),31,225106,TRUE,2004,64,0,0.828,0.653,0,-6.245,0,0.0653,0.214,3.25E-06,0.0404,0.575,68.507,set(),0,0,0,0,0,0,0
Beyonc??,"Me, Myself and I",16,301133,FALSE,2003,62,0,0.75,0.458,1,-9.092,1,0.0803,0.226,3.25E-05,0.137,0.536,83.61,"pop, R&B",1,0,0,0,0,1,0
3 Doors Down,Here Without You,16,238733,FALSE,2002,74,0,0.557,0.533,10,-6.817,0,0.0252,0.0492,0,0.205,0.233,143.994,"pop, rock, metal",1,1,0,0,0,0,0
Kanye West,All Falls Down,14,223506,TRUE,2004,80,1,0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,hip hop,0,0,1,0,0,0,0
Twista,Sunshine (feat. Anthony Hamilton),33,226013,TRUE,2004,56,0,0.926,0.888,11,-5.337,1,0.294,0.261,0,0.348,0.819,98.523,"hip hop, pop, R&B",1,0,1,0,0,1,0
Katie Melua,The Closest Thing to Crazy,26,252466,FALSE,2003,55,0,0.562,0.219,4,-13.2,1,0.0312,0.856,0.000296,0.0979,0.106,127.831,"pop, easy listening, jazz",1,0,0,0,0,0,0
Usher,My Boo,6,223440,FALSE,2004,76,1,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,"hip hop, pop, R&B",1,0,1,0,0,1,0
Lloyd,Southside,9,277840,FALSE,2004,59,0,0.688,0.404,9,-9.481,0,0.0818,0.377,0,0.0813,0.448,75.007,"hip hop, pop, R&B",1,0,1,0,0,1,0
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,53,171546,FALSE,2004,59,0,0.668,0.905,6,-5.395,1,0.038,0.00232,0.0331,0.141,0.667,128.658,Dance/Electronic,0,0,0,1,0,0,0
The Streets,Fit but You Know It,19,254266,TRUE,2004,58,0,0.68,0.844,6,-1.729,1,0.299,0.23,0,0.0305,0.895,172.302,"hip hop, Dance/Electronic",0,0,1,1,0,0,0
JUVENILE,Slow Motion,11,248200,TRUE,2003,64,0,0.713,0.734,0,-4.894,0,0.325,0.548,0,0.0687,0.89,172.872,"hip hop, pop",1,0,1,0,0,0,0
Outkast,The Way You Move (feat. Sleepy Brown),37,234000,TRUE,2003,66,0,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,"hip hop, pop",1,0,1,0,0,0,0
Girls Aloud,Love Machine,12,205360,FALSE,2004,59,0,0.663,0.95,7,-4.21,1,0.0621,0.00127,0.00492,0.0753,0.697,116.02,"pop, Dance/Electronic",1,0,0,1,0,0,0
Jessica Simpson,With You,8,191826,FALSE,2003,57,0,0.553,0.756,0,-4.583,1,0.108,0.0923,0,0.215,0.605,94.487,"pop, R&B",1,0,0,0,0,1,0
Eminem,Like Toy Soldiers,17,296880,TRUE,2004,48,0,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,hip hop,0,0,1,0,0,0,0
Gary Jules,Mad World (Feat. Michael Andrews),33,189506,FALSE,2001,65,0,0.345,0.0581,3,-17.217,1,0.0374,0.976,0.000366,0.103,0.304,174.117,pop,1,0,0,0,0,0,0
Ashlee Simpson,Pieces Of Me,12,217440,FALSE,2004,56,0,0.505,0.799,2,-4.286,1,0.0773,0.0572,0,0.11,0.772,174.001,pop,1,0,0,0,0,0,0
Will Young,Leave Right Now,15,214733,FALSE,2003,55,0,0.641,0.445,6,-8.674,1,0.0368,0.145,0,0.108,0.383,81.931,pop,1,0,0,0,0,0,0
Alicia Keys,You Don't Know My Name,22,366733,FALSE,2003,61,0,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,"pop, R&B",1,0,0,0,0,1,0
Mariah Carey,We Belong Together,18,201400,FALSE,2005,69,0,0.84,0.476,0,-7.918,1,0.0629,0.0264,0,0.0865,0.767,139.987,"pop, R&B",1,0,0,0,0,1,0
Mario,Let Me Love You,15,256733,FALSE,2004,72,0,0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,"pop, R&B",1,0,0,0,0,1,0
Kanye West,Gold Digger,11,207626,TRUE,2005,78,1,0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,hip hop,0,0,1,0,0,0,0
Rihanna,Pon de Replay,13,246960,FALSE,2005,77,1,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,"hip hop, pop, R&B",1,0,1,0,0,1,0
50 Cent,Candy Shop,10,209106,TRUE,2005,79,1,0.614,0.574,11,-7.961,1,0.466,0.0253,3.20E-05,0.38,0.755,125.173,"hip hop, pop",1,0,1,0,0,0,0
James Blunt,You're Beautiful,16,209493,TRUE,2005,75,0,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76E-05,0.088,0.454,81.998,pop,1,0,0,0,0,0,0
Green Day,Boulevard of Broken Dreams,26,261266,TRUE,2004,72,0,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54E-05,0.0383,0.506,167.046,rock,0,1,0,0,0,0,0
The Pussycat Dolls,Don't Cha,9,272080,FALSE,2005,72,0,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54E-06,0.127,0.549,120.003,"pop, R&B",1,0,0,0,0,1,0
Daniel Powter,Bad Day,7,233640,FALSE,2005,74,0,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,pop,1,0,0,0,0,0,0
Akon,Bananza (Belly Dancer),22,238493,FALSE,2004,28,0,0.878,0.699,10,-5.897,0,0.132,0.0345,3.37E-06,0.755,0.666,104.838,pop,1,0,0,0,0,0,0
Madonna,Hung Up,7,337733,FALSE,2005,74,0,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,pop,1,0,0,0,0,0,0
50 Cent,Just A Lil Bit,14,237706,TRUE,2005,76,1,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,"hip hop, pop",1,0,1,0,0,0,0
Crazy Frog,Axel F,6,168879,FALSE,2005,67,0,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,pop,1,0,0,0,0,0,0
Eminem,Ass Like That,13,265480,TRUE,2004,52,0,0.646,0.796,2,-6.152,1,0.366,0.409,0,0.107,0.676,83.093,hip hop,0,0,1,0,0,0,0
Sean Paul,We Be Burnin',13,213066,FALSE,2005,59,0,0.95,0.803,1,-4.195,1,0.151,0.145,0,0.0748,0.86,117,"hip hop, pop",1,0,1,0,0,0,0
Gwen Stefani,Rich Girl,9,236213,FALSE,2004,68,0,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49E-05,0.206,0.722,98.018,"pop, R&B",1,0,0,0,0,1,0
The Chemical Brothers,Galvanize,9,393813,FALSE,2005,63,0,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,Dance/Electronic,0,0,0,1,0,0,0
Fort Minor,Remember the Name (feat. Styles of Beyond),42,230493,TRUE,2005,73,0,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87E-06,0.0795,0.88,84.858,"hip hop, pop, rock",1,1,1,0,0,0,0
50 Cent,Disco Inferno,13,214226,TRUE,2005,72,0,0.925,0.659,3,-4.763,1,0.231,0.206,7.88E-05,0.279,0.71,97.018,"hip hop, pop",1,0,1,0,0,0,0
The Game,How We Do,9,235533,TRUE,2005,74,0,0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.0332,0.637,98.012,"hip hop, pop",1,0,1,0,0,0,0
Chris Brown,Run It! (feat. Juelz Santana),29,229866,FALSE,2005,71,0,0.846,0.482,1,-6.721,0,0.129,0.0246,0,0.393,0.212,100.969,"hip hop, pop, R&B",1,0,1,0,0,1,0
Mariah Carey,It's Like That,14,203360,FALSE,2005,0,0,0.8,0.633,8,-4.875,0,0.0514,0.0901,0,0.0315,0.836,95.953,"pop, R&B",1,0,0,0,0,1,0
Black Eyed Peas,My Humps,8,326960,FALSE,2005,67,0,0.802,0.682,1,-5.924,0,0.222,0.111,1.39E-05,0.109,0.586,123.95,"hip hop, pop",1,0,1,0,0,0,0
Ciara,Oh (feat. Ludacris),19,256346,FALSE,2004,61,0,0.8,0.496,7,-7.135,1,0.0506,0.000298,0,0.0697,0.357,128.29,"pop, R&B",1,0,0,0,0,1,0
50 Cent,Outta Control - Remix,21,247506,TRUE,2005,60,0,0.772,0.599,8,-5.996,0,0.246,0.0277,0,0.0839,0.557,92.029,"hip hop, pop",1,0,1,0,0,0,0
Baby Bash,"Baby, I'm Back",14,219920,TRUE,2005,4,0,0.899,0.365,9,-5.461,0,0.105,0.0508,0,0.097,0.749,100.01,"hip hop, pop, R&B, latin",1,0,1,0,0,1,1
Jennifer Lopez,Get Right,9,225533,FALSE,2005,65,0,0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,97.084,"hip hop, pop, R&B",1,0,1,0,0,1,0
JAY-Z,Numb / Encore,13,205733,TRUE,2004,76,1,0.687,0.793,2,-4.254,1,0.166,0.0603,0,0.582,0.751,107.045,hip hop,0,0,1,0,0,0,0
The Game,Hate It Or Love It,18,206400,TRUE,2005,77,1,0.802,0.785,9,-4.781,1,0.207,0.14,0,0.123,0.435,99.998,"hip hop, pop",1,0,1,0,0,0,0
Gorillaz,Feel Good Inc.,14,222640,FALSE,2005,82,1,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,hip hop,0,0,1,0,0,0,0
Black Eyed Peas,Don't Phunk With My Heart,25,239773,FALSE,2005,62,0,0.69,0.928,5,-2.76,0,0.061,0.00937,0,0.547,0.604,130.889,"hip hop, pop",1,0,1,0,0,0,0
Akon,Lonely,6,235800,TRUE,2004,21,0,0.629,0.532,5,-7.88,0,0.0352,0.331,0,0.238,0.619,90.098,pop,1,0,0,0,0,0,0
Bodyrockers,I Like The Way - Radio Edit,27,200053,FALSE,2005,54,0,0.642,0.851,6,-3.638,1,0.0431,0.0248,0.0146,0.084,0.777,127.988,"rock, Dance/Electronic",0,1,0,1,0,0,0
Sugababes,Push The Button,15,218093,FALSE,2005,64,0,0.962,0.66,8,-5.096,1,0.061,0.0485,0,0.076,0.814,126.016,"pop, R&B",1,0,0,0,0,1,0
Jeezy,Soul Survivor,13,280013,TRUE,2005,55,0,0.684,0.493,10,-7.728,1,0.0459,0.000839,0,0.157,0.08,84.03,"hip hop, pop",1,0,1,0,0,0,0
Eminem,Mockingbird,11,250760,TRUE,2004,77,1,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,hip hop,0,0,1,0,0,0,0
Shakira,La Tortura (feat. Alejandro Sanz),33,212893,FALSE,2005,72,0,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,"pop, latin",1,0,0,0,0,0,1
Gorillaz,DARE,4,244999,FALSE,2005,73,0,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,hip hop,0,0,1,0,0,0,0
Snoop Dogg,Signs,5,236813,TRUE,2004,54,0,0.94,0.713,7,-5.308,1,0.127,0.0319,0.00076,0.325,0.666,112.955,"hip hop, pop",1,0,1,0,0,0,0
Robbie Williams,Tripping,8,276603,FALSE,2005,58,0,0.666,0.922,2,-4.458,0,0.0429,0.0381,0.000191,0.0633,0.828,118.014,"pop, rock",1,1,0,0,0,0,0
David Banner,Play,4,230133,TRUE,2005,52,0,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,"hip hop, pop",1,0,1,0,0,0,0
Trillville,Some Cut,8,283454,TRUE,2004,50,0,0.9,0.515,1,-6.626,1,0.372,0.00341,0,0.111,0.659,84.995,"hip hop, pop",1,0,1,0,0,0,0
